subject,subject_label,relation,object,object_label,sentence,source_url
pieuvre,SPECIES,orienter,"un peu comme un gouvernail ,",NOUN,"La pieuvre change de direction à son gré en orientant l'entonnoir, très mobile, un peu comme un gouvernail, et il lui suffit d'écarter les bras pour freiner.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,écarter,les bras,NOUN,"La pieuvre change de direction à son gré en orientant l'entonnoir, très mobile, un peu comme un gouvernail, et il lui suffit d'écarter les bras pour freiner.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,prendre,la fuite,NOUN,"La pieuvre peut ainsi se déplacer lentement, en avant comme en arrière, ou encore nager rapidement, à reculons, à la recherche d'une proie, ou pour prendre la fuite.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,dissimuler,sa fuite,NOUN,"La poche du noir Pour échapper à un ennemi, la pieuvre bénéficie d'un atout grâce auquel elle dissimule sa fuite et donne le change : elle puise une sorte d'encre dans une poche spéciale et en envoie ",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,donne,le change,NOUN,"La poche du noir Pour échapper à un ennemi, la pieuvre bénéficie d'un atout grâce auquel elle dissimule sa fuite et donne le change : elle puise une sorte d'encre dans une poche spéciale et en envoie ",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,puiser,une sorte d' encre,NOUN,"La poche du noir Pour échapper à un ennemi, la pieuvre bénéficie d'un atout grâce auquel elle dissimule sa fuite et donne le change : elle puise une sorte d'encre dans une poche spéciale et en envoie ",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,envoyer,de petits jets,NOUN,"La poche du noir Pour échapper à un ennemi, la pieuvre bénéficie d'un atout grâce auquel elle dissimule sa fuite et donne le change : elle puise une sorte d'encre dans une poche spéciale et en envoie ",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,comprendre,"deux parties , l' une , glandulaire , produisant la mélanine , l' autre servant de réservoir pour ce",NOUN,"Elle comprend deux parties, l'une, glandulaire, produisant la mélanine, l'autre servant de réservoir pour ce pigment noir qui, mélangé au mucus, formera cette « encre » que la pieuvre expulse à volont",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,produire,la mélanine,NOUN,"Elle comprend deux parties, l'une, glandulaire, produisant la mélanine, l'autre servant de réservoir pour ce pigment noir qui, mélangé au mucus, formera cette « encre » que la pieuvre expulse à volont",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,former,cette « encre » que la pieuvre expulse à volonté en nuage compact,NOUN,"Elle comprend deux parties, l'une, glandulaire, produisant la mélanine, l'autre servant de réservoir pour ce pigment noir qui, mélangé au mucus, formera cette « encre » que la pieuvre expulse à volont",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,désemparer,son agresseur,NOUN,"Elle comprend deux parties, l'une, glandulaire, produisant la mélanine, l'autre servant de réservoir pour ce pigment noir qui, mélangé au mucus, formera cette « encre » que la pieuvre expulse à volont",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,attirer,l' attention,NOUN,"Un art surprenant du camouflage Pour passer inaperçue ou, au contraire, pour attirer l'attention, lorsqu'elle veut, par exemple, impressionner un ennemi ou séduire son partenaire en vue de l'accouplem",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,impressionner,un ennemi,NOUN,"Un art surprenant du camouflage Pour passer inaperçue ou, au contraire, pour attirer l'attention, lorsqu'elle veut, par exemple, impressionner un ennemi ou séduire son partenaire en vue de l'accouplem",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,séduire,son partenaire en vue de l' accouplement,NOUN,"Un art surprenant du camouflage Pour passer inaperçue ou, au contraire, pour attirer l'attention, lorsqu'elle veut, par exemple, impressionner un ennemi ou séduire son partenaire en vue de l'accouplem",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,posséder,"toute une batterie de mécanismes combinant à la fois posture , structure cutanée et couleurs",NOUN,"Un art surprenant du camouflage Pour passer inaperçue ou, au contraire, pour attirer l'attention, lorsqu'elle veut, par exemple, impressionner un ennemi ou séduire son partenaire en vue de l'accouplem",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
chromatophore,SPECIES,recouvrir,des leucophores eux - mêmes entourés par des iridophores,NOUN,L'interaction de ces différents éléments (chromatophores recouvrant des leucophores eux-mêmes entourés par des iridophores) est à l'origine des champs chromatiques qui produisent la variété des dessin,https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
chromatophore,SPECIES,produire,la variété des dessins de la peau,NOUN,L'interaction de ces différents éléments (chromatophores recouvrant des leucophores eux-mêmes entourés par des iridophores) est à l'origine des champs chromatiques qui produisent la variété des dessin,https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
céphalopode,SPECIES,discerner,les couleurs,NOUN,"Le Britannique J. Messenger a montré que cet art du camouflage, propre aux céphalopodes, résulte d'un simple phénomène passif de réflexion, les pieuvres ne discernant pas les couleurs.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
chromatophore,SPECIES,réfléchir,"les rayons lumineux qui les touchent ,",NOUN,"Lorsque les chromatophores se contractent, les iridophores réfléchissent automatiquement les rayons lumineux qui les touchent, quelle que soit la longueur d'onde émise.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
chromatophore,SPECIES,réfléchir,quelle que soit la longueur d' onde émise,NOUN,"Lorsque les chromatophores se contractent, les iridophores réfléchissent automatiquement les rayons lumineux qui les touchent, quelle que soit la longueur d'onde émise.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
chromatophore,SPECIES,imiter,le clair-obscur ou l' intensité du fond,NOUN,Les chromatophores imitent simplement le clair-obscur ou l'intensité du fond.,https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,dépendre,des facteurs chromatiques,NOUN,"Les dessins composés par la pieuvre ne dépendent pas seulement des facteurs chromatiques, mais aussi de la posture et de la structure de l'animal.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,saisir,"les crustacés Très casanière , la pieuvre ne sort de son abri que pour en trouver un plus sûr , ou p",NOUN,"Bras et ventouses pour saisir les crustacés Très casanière, la pieuvre ne sort de son abri que pour en trouver un plus sûr, ou pour chercher de la nourriture.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,trouver,un plus sûr,DET,"Bras et ventouses pour saisir les crustacés Très casanière, la pieuvre ne sort de son abri que pour en trouver un plus sûr, ou pour chercher de la nourriture.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,décrire,l' attaque d' une proie,NOUN,"M. J. Wells a minutieusement décrit l'attaque d'une proie : dès que celle-ci est en vue, la pieuvre lève la tête et fait face à l'intrus, puis elle s'en approche tout doucement, en changeant de couleu",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,lever,la tête,NOUN,"M. J. Wells a minutieusement décrit l'attaque d'une proie : dès que celle-ci est en vue, la pieuvre lève la tête et fait face à l'intrus, puis elle s'en approche tout doucement, en changeant de couleu",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,piéger,plusieurs crabes,NOUN,La pieuvre peut piéger plusieurs crabes dans la membrane inter-brachiale qui relie les bras entre eux à leur base.,https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,relier,les bras entre eux,NOUN,La pieuvre peut piéger plusieurs crabes dans la membrane inter-brachiale qui relie les bras entre eux à leur base.,https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,déchiqueter,sa victime,NOUN,Ce « bec » permet à la pieuvre de déchiqueter sa victime avant de l'avaler.,https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,percer,un ou plusieurs trous,NOUN,"Lorsque les pieuvres se nourrissent, par exemple, de mollusques à coquille, elles cherchent, dans certains cas, à percer un ou plusieurs trous dans cette coquille pour extraire plus facilement la chai",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,extraire,la chair de la victime,NOUN,"Lorsque les pieuvres se nourrissent, par exemple, de mollusques à coquille, elles cherchent, dans certains cas, à percer un ou plusieurs trous dans cette coquille pour extraire plus facilement la chai",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,joncher,les alentours,NOUN,"Les parties les plus dures, carapaces ou coquilles, sont rejetées : le refuge d'une pieuvre se reconnaît à l'amas des débris alimentaires qui jonchent les alentours.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,étudier,les pieuvres avec le laboratoire de Banyuls,NOUN,Katharina Mangold a étudié les pieuvres avec le laboratoire de Banyuls dans les années 1980.,https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,atteindre,le poids de 200 g,NOUN,"Elle observa que la plupart des pieuvres mâles, en mer catalane, étaient matures lorsqu'elles atteignaient le poids de 200 g, alors que les plus petites femelles qui l'étaient pesaient au minimum 500 ",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,durer,des heures,NOUN,"La copulation des pieuvres peut durer des heures et se répéter plusieurs fois, soit avec le même partenaire, soit avec un autre.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,répéter,plusieurs fois,NOUN,"La copulation des pieuvres peut durer des heures et se répéter plusieurs fois, soit avec le même partenaire, soit avec un autre.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,connaître,les ruses et les comportements typiques de leur espèce,NOUN,"Orphelines dès leur naissance, les petites pieuvres semblent connaître de façon innée les ruses et les comportements typiques de leur espèce.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
céphalopode,SPECIES,trouver,"les appareils digestif , pulmonaire et génital",NOUN,"La pieuvre est un céphalopode dont les huit bras sont liés à une tête portant de chaque côté les yeux et elle-même prolongée par un corps musculaire (le manteau), où se trouvent les appareils digestif",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,reconnaître,une forme,NOUN,Une pieuvre sait reconnaître une forme et l'associer à une sensation : elle apprend à se méfier du crabe lorsqu'il est accompagné d'un objet particulier.,https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,réussir,l' été,DET,"En Méditerranée, pendant l'été, une pieuvre réussit, en 100 jours, à passer de 250 g à 1 kg (elle prend donc 7,5 g par jour).",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,prendre,"7,5 g par jour",NOUN,"En Méditerranée, pendant l'été, une pieuvre réussit, en 100 jours, à passer de 250 g à 1 kg (elle prend donc 7,5 g par jour).",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,peser,1 kg à 18 mois,NOUN,"et M. J. Wells, une pieuvre qui pèse 1 kg à 18 mois a absorbé de 2,5 à 3 fois son propre poids pendant sa vie",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,absorber,son propre poids pendant sa vie,NOUN,"et M. J. Wells, une pieuvre qui pèse 1 kg à 18 mois a absorbé de 2,5 à 3 fois son propre poids pendant sa vie",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,accommoder,"des changements de luminosité ,",NOUN,"La vision s'accommode aisément des changements de luminosité, mais la pieuvre ne discerne pas les couleurs.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,discerner,les couleurs,NOUN,"La vision s'accommode aisément des changements de luminosité, mais la pieuvre ne discerne pas les couleurs.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,déchiqueter,les carcasses des crabes,NOUN,"Très puissantes, elles permettent à la pieuvre de déchiqueter les carcasses des crabes.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,retrouver,un membre parfaitement fonctionnel,NOUN,"Après amputation d'un bras, la pieuvre peut le régénérer, retrouvant à la fin un membre parfaitement fonctionnel.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
céphalopode,SPECIES,regrouper,tous les autres céphalopodes,NOUN,"les coléoïdés qui regroupent, eux, tous les autres céphalopodes.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre commune,SPECIES,adopter,la vie benthique,NOUN,"Certaines espèces ont des œufs relativement gros, et, dans ce cas, les jeunes adoptent la vie benthique dès l'éclosion, alors que chez la pieuvre commune et les autres espèces à petits œufs il y a une",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,favoriser,la dissémination,NOUN,"Pour certains naturalistes, cette phase favorise la dissémination, les espèces les plus largement répandues étant surtout les pieuvres de pleine eau (pélagiques) et celles vivant au fond des mers (ben",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,comprendre,"cinq sous-familles , rassemblant 23 genres",NOUN,"La famille des pieuvres (octopodidés) comprend cinq sous-familles, rassemblant 23 genres.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,rassembler,23 genres,NOUN,"La famille des pieuvres (octopodidés) comprend cinq sous-familles, rassemblant 23 genres.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
octopus vulgaris,SPECIES,réunir,plus de 100 espèces,NOUN,"Créé en 1798 par Lamarck, il réunit actuellement plus de 100 espèces dont Octopus vulgaris .",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
hapalochlaena,SPECIES,provoquer,la paralysie des muscles respiratoires,NOUN,"La morsure de Hapalochlaena maculosa , de Hapalochlaena lunulata et de Hapalochlaena fasciata peut être mortelle pour l'homme à cause des toxines puissantes sécrétées par les glandes salivaires postér",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
octopode,SPECIES,produire,une nacelle dans laquelle elle s' abrite avec ses œufs,NOUN,C'est un octopode dont la femelle produit une nacelle dans laquelle elle s'abrite avec ses œufs.,https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
céphalopode,SPECIES,faire,l' objet,NOUN,"Enfin, de nombreuses espèces de céphalopodes font l'objet de pêches importantes d'un intérêt économique certain : ce sont surtout les calmars et les seiches.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre commune,SPECIES,fréquenter,cette mer,NOUN,"En Méditerranée la pieuvre commune est le plus gros octopode de tous ceux qui fréquentent cette mer, avec Octopus macropus , céphalopode dont les bras sont plus longs et plus fins.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,quitter,les eaux côtières,NOUN,"En revanche, les animaux de grande taille, presque toujours des mâles, semblent quitter les eaux côtières à partir de la fin de l'été, tandis qu'au début de cette saison, près des côtes, un nouveau gr",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,faire,son apparition,NOUN,"En revanche, les animaux de grande taille, presque toujours des mâles, semblent quitter les eaux côtières à partir de la fin de l'été, tandis qu'au début de cette saison, près des côtes, un nouveau gr",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,représenter,un véritable danger,NOUN,"Se nourrissant surtout d'espèces de pleine eau (pélagiques), peu d'entre eux représentent un véritable danger pour les pieuvres.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,suivre,sa naissance,NOUN,"La fragilité des nouveau-nés La période la plus dangereuse dans la vie de la pieuvre est celle qui suit sa naissance, et qu'elle passe en pleine eau.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,dire,la reproduction et le repeuplement,NOUN,"Dans certains endroits, en limite de la distribution de l'espèce surtout, le recrutement, c'est-à-dire la reproduction et le repeuplement par une nouvelle génération de pieuvres, peut être perturbé pa",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,anéantir,le recrutement,NOUN,"Dans la Manche, par exemple, la pieuvre était considérée, comme une calamité pour les pêcheurs de crustacés et les ostréiculteurs, jusqu'à ce qu'un hiver d'une rigueur exceptionnelle, dans les années ",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,fasciner,les hommes,NOUN,"La pieuvre et l'homme Un animal mythique pourtant bien inoffensif Animal mystérieux, d'apparence quelque peu fantasmatique, avec ses huit bras armés de ventouses et son œil toujours vigilant, la pieuv",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,attribuer,une dimension et des pouvoirs surhumains,NOUN,"La pieuvre et l'homme Un animal mythique pourtant bien inoffensif Animal mystérieux, d'apparence quelque peu fantasmatique, avec ses huit bras armés de ventouses et son œil toujours vigilant, la pieuv",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,présenter,la pieuvre,NOUN,"Le mythe de la pieuvre géante De Victor Hugo à Jules Verne en passant par Simon de Montfort, les romanciers ont souvent présenté la pieuvre comme un monstre redoutable.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,exister,une très grosse espèce ( Octopus dofleini ),NOUN,"Pourtant, s'il existe bien dans l'océan Indien et dans le Pacifique deux petites pieuvres dangereuses pour l'homme et, sur les côtes du Pacifique nord, une très grosse espèce (Octopus dofleini) pouvan",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,peser,jusqu' à 50 kg,NOUN,"Pourtant, s'il existe bien dans l'océan Indien et dans le Pacifique deux petites pieuvres dangereuses pour l'homme et, sur les côtes du Pacifique nord, une très grosse espèce (Octopus dofleini) pouvan",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,rencontrer,les navigateurs,NOUN,"Quant à l'animal géant qu'ont parfois rencontré les navigateurs, le fameux Architeutis dont la taille peut atteindre 20 mètres, ce n'est pas une pieuvre, mais un calmar.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,atteindre,20 mètres,NOUN,"Quant à l'animal géant qu'ont parfois rencontré les navigateurs, le fameux Architeutis dont la taille peut atteindre 20 mètres, ce n'est pas une pieuvre, mais un calmar.",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre commune,SPECIES,apporter,de précieuses indications sur sa biologie,NOUN,"Mais l'étude en laboratoire sur d'autres aspects de la vie de la pieuvre commune, comme sa croissance, sa reproduction ou sa nutrition, a apporté de précieuses indications sur sa biologie et a permis ",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre commune,SPECIES,comprendre,celle d' autres céphalopodes,PRON,"Mais l'étude en laboratoire sur d'autres aspects de la vie de la pieuvre commune, comme sa croissance, sa reproduction ou sa nutrition, a apporté de précieuses indications sur sa biologie et a permis ",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,croire,les pieuvres capables d' aller à terre voler des figues et des olives ou de faire ripaille dans les ,NOUN,"En Grèce, on croyait les pieuvres capables d'aller à terre voler des figues et des olives ou de faire ripaille dans les dépôts de poissons !",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre,SPECIES,voler,des figues et des olives ou de faire ripaille,NOUN,"En Grèce, on croyait les pieuvres capables d'aller à terre voler des figues et des olives ou de faire ripaille dans les dépôts de poissons !",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
céphalopode,SPECIES,manger,leurs propres bras,NOUN,On les imaginait grimpant aux murs ou aux arbres – une croyance partagée par les Japonais et les habitants de certaines îles du Pacifique... Des naturalistes romains comme Pline l'Ancien ou Oppien pré,https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
céphalopode,SPECIES,constituer,", un élément important de l' alimentation , humaine , en raison surtout de la richesse en protéines ",NOUN,"Une source de protéines Appréciés depuis des siècles, à la fois comme appâts (en Amérique du Nord) et comme aliments, les céphalopodes constituent, aujourd'hui encore, un élément important de l'alimen",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
céphalopode,SPECIES,représenter,une part variable mais non négligeable des prises annuelles de céphalopodes ( 3 892 145 de tonnes en,NOUN,Les statistiques de la FAO indiquent que les pieuvres représentent une part variable mais non négligeable des prises annuelles de céphalopodes (3 892 145 de tonnes en 2005).,https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
pieuvre commune,SPECIES,exposer,l' espèce aux dangers d' une pêche excessive,NOUN,"L'importance économique croissante de la pieuvre commune expose l'espèce aux dangers d'une pêche excessive, alors que les relations entre âge, taille, reproduction et taux de mortalité de l'animal son",https://www.larousse.fr/encyclopedie/vie-sauvage/pieuvre_ou_poulpe/184019
céphalopode,SPECIES,porter,deux yeux latéraux,NOUN,"Le poulpe est un mollusque de la classe des céphalopodes dont le corps se compose d'une grosse tête, portant deux yeux latéraux et cachant une bouche pourvue d'un bec à deux mandibules, semblables à c",https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
céphalopode,SPECIES,cacher,"une bouche pourvue d' un bec à deux mandibules , semblables à celles d' un bec de perroquet",NOUN,"Le poulpe est un mollusque de la classe des céphalopodes dont le corps se compose d'une grosse tête, portant deux yeux latéraux et cachant une bouche pourvue d'un bec à deux mandibules, semblables à c",https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
céphalopode,SPECIES,regrouper,"les céphalopodes ayant 8 tentacules ,",NOUN,"Les octopodes dont fait partie la pieuvre regroupent les céphalopodes ayant 8 tentacules, alors que les seiches et calamars font partie des décapodes qui ont 10 tentacules et possèdent une coquille in",https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
céphalopode,SPECIES,faire,des décapodes qui ont 10 tentacules et possèdent une coquille interne sous la peau du dos,NOUN,"Les octopodes dont fait partie la pieuvre regroupent les céphalopodes ayant 8 tentacules, alors que les seiches et calamars font partie des décapodes qui ont 10 tentacules et possèdent une coquille in",https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
céphalopode,SPECIES,posséder,une coquille interne,NOUN,"Les octopodes dont fait partie la pieuvre regroupent les céphalopodes ayant 8 tentacules, alors que les seiches et calamars font partie des décapodes qui ont 10 tentacules et possèdent une coquille in",https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
poulpe,SPECIES,voir,près du fond,ADV,"Le poulpe vit souvent près du fond et aime se faufiler dans les sédiments côtiers : le creux des roches, les herbiers de posidonie voire sous les gravillons.",https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
poulpe,SPECIES,faufiler,"le creux des roches , les herbiers de posidonie voire sous les gravillons",NOUN,"Le poulpe vit souvent près du fond et aime se faufiler dans les sédiments côtiers : le creux des roches, les herbiers de posidonie voire sous les gravillons.",https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
pieuvre,SPECIES,gratter,le fond,NOUN,Les pêcheurs en rockfishing qui grattent le fond aux leurres à la recherche de petits carnassiers tombent parfois sur une pieuvre .,https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
poulpe,SPECIES,rechercher,le poulpe,NOUN,"Pour rechercher spécifiquement le poulpe , un appât est cependant plus attractif, par exemple une sardine entière.",https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
pieuvre,SPECIES,capturer,"leur proie ( coquillages , poissons , crustacés )",NOUN,"Les pieuvres sont carnivores et capturent leur proie (coquillages, poissons, crustacés) avec leurs deux plus longs tentacules.",https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
poulpe,SPECIES,signaler,le passage d' un poulpe sur votre ligne,NOUN,C'est pourquoi un leurre ou un appât nettement sectionné peut signaler le passage d'un poulpe sur votre ligne !,https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
poulpe,SPECIES,éjecter,son encre,NOUN,"40 à 60 cm (800 g à 1 kg) Taille (hors tentacules) / poids maximum : 1,30 m (10 kg) Bon à savoir Une glande sécrète du noir et permet au poulpe d'éjecter son encre pour troubler l'eau.",https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
poulpe,SPECIES,troubler,l' eau,NOUN,"40 à 60 cm (800 g à 1 kg) Taille (hors tentacules) / poids maximum : 1,30 m (10 kg) Bon à savoir Une glande sécrète du noir et permet au poulpe d'éjecter son encre pour troubler l'eau.",https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
pieuvre,SPECIES,combiner,cette action,NOUN,"En combinant cette action avec le changement de coloration de sa peau, la pieuvre est dotée d'une aptitude de mimétisme exceptionnelle.",https://www.peche.com/article/32277/le-poulpe-ce-cephalopode-intelligent
pieuvre,SPECIES,voir,les 8 articles Nature d’ ici,NOUN,"Cet article fait partie du dossier La pieuvre, huit pieds sous les mers Voir les 8 articles Nature d’ici",https://www.salamandre.org/article/poulpe-intelligence-humains-neuf-cerveaux/
pieuvre,SPECIES,recouvrir,les deux tiers de la Terre,NOUN,d’ici Abonnés 20 faits incroyables à savoir sur le poulpe Les pieuvres évoluent dans un monde sans humains qui recouvre les deux tiers de la Terre,https://www.salamandre.org/article/poulpe-intelligence-humains-neuf-cerveaux/
poulpe,SPECIES,exister,au moins 300 espèces de poulpes décrites dans le monde,NOUN,Il existe au moins 300 espèces de poulpes décrites dans le monde.,https://www.salamandre.org/article/poulpe-intelligence-humains-neuf-cerveaux/
poulpe,SPECIES,soulever,beaucoup de questions,ADV,"), les poulpes soulèvent beaucoup de questions.",https://www.salamandre.org/article/poulpe-intelligence-humains-neuf-cerveaux/
